Info;Data;tick
Div Br/ Patrim;0,95;OSXB3
Cres. Rec (5a);42,0%;OSXB3
Giro Ativos;0,01;OSXB3
Ativo;2.733.880.000;OSXB3
Dív. Bruta;5.523.430.000;OSXB3
Disponibilidades;7.888.000;OSXB3
Dív. Líquida;5.515.540.000;OSXB3
Ativo Circulante;20.022.000;OSXB3
Patrim. Líq;-5.820.970.000;OSXB3
Relatorio 12 meses Lucro Líquido;-288.569.000;OSXB3
Relatorio 3 meses Lucro Líquido;-420.000;OSXB3
Relatorio 12 meses EBIT;-19.704.000;OSXB3
Relatorio 3 meses EBIT;-7.520.000;OSXB3
Relatorio 12 meses Receita Líquida;35.879.000;OSXB3
Relatorio 3 meses Receita Líquida;9.850.000;OSXB3
Papel;PARD3;PARD3
Cotação;20,25;PARD3
Tipo;ON NM;PARD3
Data últ cot;28/04/2023;PARD3
Empresa;IHPARDINI ON NM;PARD3
Min 52 sem;18,88;PARD3
Setor;Serv.Méd.Hospit. Análises e Diagnósticos;PARD3
Max 52 sem;24,56;PARD3
Subsetor;Serv.Méd.Hospit. Análises e Diagnósticos;PARD3
Vol $ méd (2m);0;PARD3
Valor de mercado;5.403.490.000;PARD3
Últ balanço processado;31/03/2023;PARD3
Valor da firma;5.587.210.000;PARD3
Nro. Ações;266.839.000;PARD3
Dia;0,00%;PARD3
P/L;36,76;PARD3
LPA;0,55;PARD3
Mês;0,00%;PARD3
P/VP;5,30;PARD3
VPA;3,82;PARD3
30 dias;0,00%;PARD3
P/EBIT;17,52;PARD3
Marg. Bruta;26,5%;PARD3
12 meses;3,15%;PARD3
PSR;2,57;PARD3
Marg. EBIT;14,6%;PARD3
2023;-3,80%;PARD3
P/Ativos;2,10;PARD3
Marg. Líquida;7,0%;PARD3
2022;12,20%;PARD3
P/Cap. Giro;54,06;PARD3
EBIT / Ativo;12,0%;PARD3
2021;-13,61%;PARD3
P/Ativ Circ Liq;8,62;PARD3
ROIC;15,3%;PARD3
2020;-16,02%;PARD3
Div. Yield;6,1%;PARD3
ROE;14,4%;PARD3
2019;48,42%;PARD3
EV / EBITDA;11,99;PARD3
Liquidez Corr;0,90;PARD3
2018;-43,32%;PARD3
EV / EBIT;18,12;PARD3
Div Br/ Patrim;0,53;PARD3
Cres. Rec (5a);16,0%;PARD3
Giro Ativos;0,82;PARD3
Ativo;2.578.820.000;PARD3
Dív. Bruta;541.332.000;PARD3
Disponibilidades;357.608.000;PARD3
Dív. Líquida;183.724.000;PARD3
Ativo Circulante;932.364.000;PARD3
Patrim. Líq;1.019.310.000;PARD3
Relatorio 12 meses Lucro Líquido;146.988.000;PARD3
Relatorio 3 meses Lucro Líquido;38.125.000;PARD3
Relatorio 12 meses EBIT;308.368.000;PARD3
Relatorio 3 meses EBIT;88.247.000;PARD3
Relatorio 12 meses Receita Líquida;2.106.410.000;PARD3
Relatorio 3 meses Receita Líquida;549.988.000;PARD3
Papel;PATI3;PATI3
Cotação;31,00;PATI3
Tipo;ON;PATI3
Data últ cot;18/07/2023;PATI3
Empresa;PANATLANTICA ON;PATI3
Min 52 sem;31,00;PATI3
Setor;Siderurgia e Metalurgia;PATI3
Max 52 sem;60,36;PATI3
Subsetor;Artefatos de Ferro e Aço;PATI3
Vol $ méd (2m);3.848;PATI3
Valor de mercado;741.892.000;PATI3
Últ balanço processado;31/03/2023;PATI3
Valor da firma;680.072.000;PATI3
Nro. Ações;23.932.000;PATI3
Dia;0,00%;PATI3
P/L;10,06;PATI3
LPA;3,08;PATI3
Mês;-11,43%;PATI3
P/VP;0,88;PATI3
VPA;35,31;PATI3
30 dias;-13,89%;PATI3
P/EBIT;11,70;PATI3
Marg. Bruta;9,1%;PATI3
12 meses;-54,94%;PATI3
PSR;0,34;PATI3
Marg. EBIT;2,9%;PATI3
2023;-10,56%;PATI3
P/Ativos;0,40;PATI3
Marg. Líquida;3,4%;PATI3
2022;-48,23%;PATI3
P/Cap. Giro;0,76;PATI3
EBIT / Ativo;3,4%;PATI3
2021;233,80%;PATI3
P/Ativ Circ Liq;1,44;PATI3
ROIC;6,6%;PATI3
2020;27,43%;PATI3
Div. Yield;1,6%;PATI3
ROE;8,7%;PATI3
2019;66,67%;PATI3
EV / EBITDA;9,03;PATI3
Liquidez Corr;2,79;PATI3
2018;26,06%;PATI3
EV / EBIT;10,72;PATI3
Div Br/ Patrim;0,67;PATI3
Cres. Rec (5a);26,2%;PATI3
Giro Ativos;1,18;PATI3
Ativo;1.846.450.000;PATI3
Dív. Bruta;566.968.000;PATI3
Disponibilidades;628.788.000;PATI3
Dív. Líquida;-61.820.000;PATI3
Ativo Circulante;1.517.580.000;PATI3
Patrim. Líq;845.132.000;PATI3
Relatorio 12 meses Lucro Líquido;73.772.000;PATI3
Relatorio 3 meses Lucro Líquido;4.759.000;PATI3
Relatorio 12 meses EBIT;63.422.000;PATI3
Relatorio 3 meses EBIT;15.411.000;PATI3
Relatorio 12 meses Receita Líquida;2.184.670.000;PATI3
Relatorio 3 meses Receita Líquida;498.799.000;PATI3
Papel;PATI4;PATI4
Cotação;32,60;PATI4
Tipo;PN;PATI4
Data últ cot;04/07/2023;PATI4
Empresa;PANATLANTICA PN;PATI4
Min 52 sem;32,60;PATI4
Setor;Siderurgia e Metalurgia;PATI4
Max 52 sem;50,41;PATI4
Subsetor;Artefatos de Ferro e Aço;PATI4
Vol $ méd (2m);2.164;PATI4
Valor de mercado;780.183.000;PATI4
Últ balanço processado;31/03/2023;PATI4
Valor da firma;718.363.000;PATI4
Nro. Ações;23.932.000;PATI4
Dia;0,00%;PATI4
P/L;10,58;PATI4
LPA;3,08;PATI4
Mês;-6,86%;PATI4
P/VP;0,92;PATI4
VPA;35,31;PATI4
30 dias;-9,44%;PATI4
P/EBIT;12,30;PATI4
Marg. Bruta;9,1%;PATI4
12 meses;-36,49%;PATI4
PSR;0,36;PATI4
Marg. EBIT;2,9%;PATI4
2023;-34,06%;PATI4
P/Ativos;0,42;PATI4
Marg. Líquida;3,4%;PATI4
2022;-7,40%;PATI4
P/Cap. Giro;0,80;PATI4
EBIT / Ativo;3,4%;PATI4
2021;115,37%;PATI4
P/Ativ Circ Liq;1,51;PATI4
ROIC;6,6%;PATI4
2020;56,43%;PATI4
Div. Yield;6,5%;PATI4
ROE;8,7%;PATI4
2019;-2,80%;PATI4
EV / EBITDA;9,54;PATI4
Liquidez Corr;2,79;PATI4
2018;57,89%;PATI4
EV / EBIT;11,33;PATI4
Div Br/ Patrim;0,67;PATI4
Cres. Rec (5a);26,2%;PATI4
Giro Ativos;1,18;PATI4
Ativo;1.846.450.000;PATI4
Dív. Bruta;566.968.000;PATI4
Disponibilidades;628.788.000;PATI4
Dív. Líquida;-61.820.000;PATI4
Ativo Circulante;1.517.580.000;PATI4
Patrim. Líq;845.132.000;PATI4
Relatorio 12 meses Lucro Líquido;73.772.000;PATI4
Relatorio 3 meses Lucro Líquido;4.759.000;PATI4
Relatorio 12 meses EBIT;63.422.000;PATI4
Relatorio 3 meses EBIT;15.411.000;PATI4
Relatorio 12 meses Receita Líquida;2.184.670.000;PATI4
Relatorio 3 meses Receita Líquida;498.799.000;PATI4
Papel;PCAR3;PCAR3
Cotação;21,46;PCAR3
Tipo;ON;PCAR3
Data últ cot;19/07/2023;PCAR3
Empresa;PÃO DE AÇÚCAR ON;PCAR3
Min 52 sem;13,44;PCAR3
Setor;Comércio e Distribuição;PCAR3
Max 52 sem;23,70;PCAR3
Subsetor;Alimentos;PCAR3
Vol $ méd (2m);54.586.300;PCAR3
Valor de mercado;5.797.180.000;PCAR3
Últ balanço processado;31/03/2023;PCAR3
Valor da firma;8.841.180.000;PCAR3
Nro. Ações;270.139.000;PCAR3
Dia;4,62%;PCAR3
P/L;-3,19;PCAR3
LPA;-6,73;PCAR3
Mês;17,52%;PCAR3
P/VP;0,51;PCAR3
VPA;42,36;PCAR3
30 dias;23,12%;PCAR3
P/EBIT;10,68;PCAR3
Marg. Bruta;23,7%;PCAR3
12 meses;34,29%;PCAR3
PSR;0,49;PCAR3
Marg. EBIT;4,6%;PCAR3
2023;29,90%;PCAR3
P/Ativos;0,13;PCAR3
Marg. Líquida;13,8%;PCAR3
2022;-22,89%;PCAR3
P/Cap. Giro;0,51;PCAR3
EBIT / Ativo;1,2%;PCAR3
2021;-63,02%;PCAR3
P/Ativ Circ Liq;3,22;PCAR3
ROIC;1,4%;PCAR3
2020;-14,82%;PCAR3
Div. Yield;0,0%;PCAR3
ROE;15,9%;PCAR3
2019;5,60%;PCAR3
EV / EBITDA;6,35;PCAR3
Liquidez Corr;1,67;PCAR3
2018;12,92%;PCAR3
EV / EBIT;16,28;PCAR3
Div Br/ Patrim;0,57;PCAR3
Cres. Rec (5a);27,3%;PCAR3
Giro Ativos;0,27;PCAR3
Ativo;43.454.000.000;PCAR3
Dív. Bruta;6.560.000.000;PCAR3
Disponibilidades;3.516.000.000;PCAR3
Dív. Líquida;3.044.000.000;PCAR3
Ativo Circulante;27.985.000.000;PCAR3
Patrim. Líq;11.442.000.000;PCAR3
Relatorio 12 meses Lucro Líquido;-1.819.000.000;PCAR3
Relatorio 3 meses Lucro Líquido;-248.000.000;PCAR3
Relatorio 12 meses EBIT;543.000.000;PCAR3
Relatorio 3 meses EBIT;232.000.000;PCAR3
Relatorio 12 meses Receita Líquida;11.748.000.000;PCAR3
Relatorio 3 meses Receita Líquida;4.496.000.000;PCAR3
Papel;PDGR3;PDGR3
Cotação;5,13;PDGR3
Tipo;ON NM;PDGR3
Data últ cot;19/07/2023;PDGR3
Empresa;PDG REALT ON NM;PDGR3
Min 52 sem;3,13;PDGR3
Setor;Construção Civil;PDGR3
Max 52 sem;107,00;PDGR3
Subsetor;Incorporações;PDGR3
Vol $ méd (2m);891.469;PDGR3
Valor de mercado;16.528.900;PDGR3
Últ balanço processado;31/03/2023;PDGR3
Valor da firma;1.258.690.000;PDGR3
Nro. Ações;3.222.000;PDGR3
Dia;0,77%;PDGR3
P/L;-0,05;PDGR3
LPA;-103,60;PDGR3
Mês;-13,93%;PDGR3
P/VP;0,00;PDGR3
VPA;-1.559,60;PDGR3
30 dias;-19,09%;PDGR3
P/EBIT;0,24;PDGR3
Marg. Bruta;27,3%;PDGR3
12 meses;-94,10%;PDGR3
PSR;0,14;PDGR3
Marg. EBIT;58,4%;PDGR3
2023;-57,25%;PDGR3
P/Ativos;0,01;PDGR3
Marg. Líquida;287,2%;PDGR3
2022;-91,18%;PDGR3
P/Cap. Giro;0,01;PDGR3
EBIT / Ativo;-6,1%;PDGR3
2021;-65,47%;PDGR3
P/Ativ Circ Liq;0,00;PDGR3
ROIC;8,7%;PDGR3
2020;-46,68%;PDGR3
Div. Yield;0,0%;PDGR3
ROE;6,6%;PDGR3
2019;-33,42%;PDGR3
EV / EBITDA;18,54;PDGR3
Liquidez Corr;0,25;PDGR3
2018;-51,95%;PDGR3
EV / EBIT;18,34;PDGR3
Div Br/ Patrim;0,27;PDGR3
Cres. Rec (5a);11,7%;PDGR3
Giro Ativos;0,10;PDGR3
Ativo;1.131.730.000;PDGR3
Dív. Bruta;1.333.100.000;PDGR3
Disponibilidades;90.939.000;PDGR3
Dív. Líquida;1.242.160.000;PDGR3
Ativo Circulante;893.842.000;PDGR3
Patrim. Líq;-5.025.040.000;PDGR3
Relatorio 12 meses Lucro Líquido;-333.792.000;PDGR3
Relatorio 3 meses Lucro Líquido;-208.970.000;PDGR3
Relatorio 12 meses EBIT;-68.621.000;PDGR3
Relatorio 3 meses EBIT;-27.775.000;PDGR3
Relatorio 12 meses Receita Líquida;117.554.000;PDGR3
Relatorio 3 meses Receita Líquida;6.052.000;PDGR3
Papel;PDTC3;PDTC3
Cotação;2,26;PDTC3
Tipo;ON;PDTC3
Data últ cot;19/07/2023;PDTC3
Empresa;PADTEC ON;PDTC3
Min 52 sem;2,08;PDTC3
Setor;Serviços Financeiros Diversos;PDTC3
Max 52 sem;4,24;PDTC3
Subsetor;Gestão de Recursos e Investimentos;PDTC3
Vol $ méd (2m);468.811;PDTC3
Valor de mercado;177.297.000;PDTC3
Últ balanço processado;31/03/2023;PDTC3
Valor da firma;249.215.000;PDTC3
Nro. Ações;78.450.000;PDTC3
Dia;0,44%;PDTC3
P/L;11,89;PDTC3
LPA;0,19;PDTC3
Mês;-20,98%;PDTC3
P/VP;1,30;PDTC3
VPA;1,74;PDTC3
30 dias;-27,80%;PDTC3
P/EBIT;6,94;PDTC3
Marg. Bruta;33,5%;PDTC3
12 meses;-20,14%;PDTC3
PSR;0,48;PDTC3
Marg. EBIT;6,9%;PDTC3
2023;-26,14%;PDTC3
P/Ativos;0,37;PDTC3
Marg. Líquida;4,0%;PDTC3
2022;-56,29%;PDTC3
P/Cap. Giro;1,08;PDTC3
EBIT / Ativo;5,4%;PDTC3
2021;7,36%;PDTC3
P/Ativ Circ Liq;1.323,27;PDTC3
ROIC;7,1%;PDTC3
2020;95,27%;PDTC3
Div. Yield;0,0%;PDTC3
ROE;10,9%;PDTC3
2019;-45,19%;PDTC3
EV / EBITDA;5,49;PDTC3
Liquidez Corr;1,94;PDTC3
2018;-42,98%;PDTC3
EV / EBIT;9,75;PDTC3
Div Br/ Patrim;0,87;PDTC3
Cres. Rec (5a);;PDTC3
Giro Ativos;0,78;PDTC3
Ativo;475.104.000;PDTC3
Dív. Bruta;119.053.000;PDTC3
Disponibilidades;47.135.000;PDTC3
Dív. Líquida;71.918.000;PDTC3
Ativo Circulante;338.383.000;PDTC3
Patrim. Líq;136.587.000;PDTC3
Relatorio 12 meses Lucro Líquido;14.908.000;PDTC3
Relatorio 3 meses Lucro Líquido;677.000;PDTC3
Relatorio 12 meses EBIT;25.548.000;PDTC3
Relatorio 3 meses EBIT;2.385.000;PDTC3
Relatorio 12 meses Receita Líquida;372.132.000;PDTC3
Relatorio 3 meses Receita Líquida;79.164.000;PDTC3
Papel;PEAB3;PEAB3
Cotação;33,00;PEAB3
Tipo;ON;PEAB3
Data últ cot;06/07/2023;PEAB3
Empresa;CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA ON;PEAB3
Min 52 sem;28,00;PEAB3
Setor;Holdings Diversificadas;PEAB3
Max 52 sem;58,91;PEAB3
Subsetor;Holdings Diversificadas;PEAB3
Vol $ méd (2m);4.875;PEAB3
Valor de mercado;424.050.000;PEAB3
Últ balanço processado;31/03/2023;PEAB3
Valor da firma;272.225.000;PEAB3
Nro. Ações;12.850.000;PEAB3
Dia;0,00%;PEAB3
P/L;29,48;PEAB3
LPA;1,12;PEAB3
Mês;-0,87%;PEAB3
P/VP;0,62;PEAB3
VPA;53,48;PEAB3
30 dias;4,43%;PEAB3
P/EBIT;80,18;PEAB3
Marg. Bruta;77,6%;PEAB3
12 meses;-34,65%;PEAB3
PSR;9,32;PEAB3
Marg. EBIT;11,6%;PEAB3
2023;-34,65%;PEAB3
P/Ativos;0,49;PEAB3
Marg. Líquida;31,6%;PEAB3
2022;-9,58%;PEAB3
P/Cap. Giro;1,45;PEAB3
EBIT / Ativo;0,6%;PEAB3
2021;17,12%;PEAB3
P/Ativ Circ Liq;3,25;PEAB3
ROIC;0,9%;PEAB3
2020;79,09%;PEAB3
Div. Yield;1,4%;PEAB3
ROE;2,1%;PEAB3
2019;40,24%;PEAB3
EV / EBITDA;27,40;PEAB3
Liquidez Corr;17,55;PEAB3
2018;0,30%;PEAB3
EV / EBIT;51,47;PEAB3
Div Br/ Patrim;0,16;PEAB3
Cres. Rec (5a);49,2%;PEAB3
Giro Ativos;0,05;PEAB3
Ativo;866.679.000;PEAB3
Dív. Bruta;108.538.000;PEAB3
Disponibilidades;260.363.000;PEAB3
Dív. Líquida;-151.825.000;PEAB3
Ativo Circulante;309.890.000;PEAB3
Patrim. Líq;687.268.000;PEAB3
Relatorio 12 meses Lucro Líquido;14.383.000;PEAB3
Relatorio 3 meses Lucro Líquido;584.000;PEAB3
Relatorio 12 meses EBIT;5.289.000;PEAB3
Relatorio 3 meses EBIT;2.037.000;PEAB3
Relatorio 12 meses Receita Líquida;45.487.000;PEAB3
Relatorio 3 meses Receita Líquida;11.493.000;PEAB3
Papel;PEAB4;PEAB4
Cotação;72,00;PEAB4
Tipo;PN;PEAB4
Data últ cot;07/07/2023;PEAB4
Empresa;CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA PN;PEAB4
Min 52 sem;53,00;PEAB4
Setor;Holdings Diversificadas;PEAB4
Max 52 sem;86,41;PEAB4
Subsetor;Holdings Diversificadas;PEAB4
Vol $ méd (2m);7.177;PEAB4
Valor de mercado;925.200.000;PEAB4
Últ balanço processado;31/03/2023;PEAB4
Valor da firma;773.375.000;PEAB4
Nro. Ações;12.850.000;PEAB4
Dia;0,00%;PEAB4
P/L;64,33;PEAB4
LPA;1,12;PEAB4
Mês;3,75%;PEAB4
P/VP;1,35;PEAB4
VPA;53,48;PEAB4
30 dias;14,10%;PEAB4
P/EBIT;174,93;PEAB4
Marg. Bruta;77,6%;PEAB4
12 meses;-17,75%;PEAB4
PSR;20,34;PEAB4
Marg. EBIT;11,6%;PEAB4
2023;0,00%;PEAB4
P/Ativos;1,07;PEAB4
Marg. Líquida;31,6%;PEAB4
2022;3,74%;PEAB4
P/Cap. Giro;3,17;PEAB4
EBIT / Ativo;0,6%;PEAB4
2021;49,37%;PEAB4
P/Ativ Circ Liq;7,09;PEAB4
ROIC;0,9%;PEAB4
2020;61,45%;PEAB4
Div. Yield;0,7%;PEAB4
ROE;2,1%;PEAB4
2019;31,72%;PEAB4
EV / EBITDA;77,84;PEAB4
Liquidez Corr;17,55;PEAB4
2018;14,53%;PEAB4
EV / EBIT;146,22;PEAB4
Div Br/ Patrim;0,16;PEAB4
Cres. Rec (5a);49,2%;PEAB4
Giro Ativos;0,05;PEAB4
Ativo;866.679.000;PEAB4
Dív. Bruta;108.538.000;PEAB4
Disponibilidades;260.363.000;PEAB4
Dív. Líquida;-151.825.000;PEAB4
Ativo Circulante;309.890.000;PEAB4
Patrim. Líq;687.268.000;PEAB4
Relatorio 12 meses Lucro Líquido;14.383.000;PEAB4
Relatorio 3 meses Lucro Líquido;584.000;PEAB4
Relatorio 12 meses EBIT;5.289.000;PEAB4
Relatorio 3 meses EBIT;2.037.000;PEAB4
Relatorio 12 meses Receita Líquida;45.487.000;PEAB4
Relatorio 3 meses Receita Líquida;11.493.000;PEAB4
Papel;PETR3;PETR3
Cotação;32,46;PETR3
Tipo;ON;PETR3
Data últ cot;19/07/2023;PETR3
Empresa;PETROBRAS ON;PETR3
Min 52 sem;19,97;PETR3
Setor;Petróleo, Gás e Biocombustíveis;PETR3
Max 52 sem;35,68;PETR3
Subsetor;Exploração, Refino e Distribuição;PETR3
Vol $ méd (2m);443.000.000;PETR3
Valor de mercado;423.424.000.000;PETR3
Últ balanço processado;31/03/2023;PETR3
Valor da firma;627.549.000.000;PETR3
Nro. Ações;13.044.500.000;PETR3
Dia;0,56%;PETR3
P/L;2,33;PETR3
LPA;13,95;PETR3
Mês;-6,96%;PETR3
P/VP;1,05;PETR3
VPA;30,82;PETR3
30 dias;-2,79%;PETR3
P/EBIT;1,41;PETR3
Marg. Bruta;52,1%;PETR3
12 meses;63,95%;PETR3
PSR;0,66;PETR3
Marg. EBIT;46,9%;PETR3
2023;35,46%;PETR3
P/Ativos;0,43;PETR3
Marg. Líquida;28,6%;PETR3
2022;47,72%;PETR3
P/Cap. Giro;14,73;PETR3
EBIT / Ativo;30,6%;PETR3
2021;29,60%;PETR3
P/Ativ Circ Liq;1,01;PETR3
ROIC;33,8%;PETR3
2020;-8,93%;PETR3
Div. Yield;45,7%;PETR3
ROE;45,2%;PETR3
2019;27,75%;PETR3
EV / EBITDA;1,68;PETR3
Liquidez Corr;1,22;PETR3
2018;47,79%;PETR3
EV / EBIT;2,09;PETR3
Div Br/ Patrim;0,67;PETR3
Cres. Rec (5a);18,6%;PETR3
Giro Ativos;0,65;PETR3
Ativo;978.577.000.000;PETR3
Dív. Bruta;271.031.000.000;PETR3
Disponibilidades;66.906.000.000;PETR3
Dív. Líquida;204.125.000.000;PETR3
Ativo Circulante;157.194.000.000;PETR3
Patrim. Líq;402.084.000.000;PETR3
Relatorio 12 meses Lucro Líquido;181.923.000.000;PETR3
Relatorio 3 meses Lucro Líquido;38.156.000.000;PETR3
Relatorio 12 meses EBIT;299.839.000.000;PETR3
Relatorio 3 meses EBIT;65.112.000.000;PETR3
Relatorio 12 meses Receita Líquida;638.683.000.000;PETR3
Relatorio 3 meses Receita Líquida;139.068.000.000;PETR3
Papel;PETR4;PETR4
Cotação;29,10;PETR4
Tipo;PN;PETR4
Data últ cot;19/07/2023;PETR4
Empresa;PETROBRAS PN;PETR4
Min 52 sem;17,46;PETR4
Setor;Petróleo, Gás e Biocombustíveis;PETR4
Max 52 sem;31,85;PETR4
Subsetor;Exploração, Refino e Distribuição;PETR4
Vol $ méd (2m);1.622.090.000;PETR4
Valor de mercado;379.595.000.000;PETR4
Últ balanço processado;31/03/2023;PETR4
Valor da firma;583.720.000.000;PETR4
Nro. Ações;13.044.500.000;PETR4
Dia;0,94%;PETR4
P/L;2,09;PETR4
LPA;13,95;PETR4
Mês;-6,22%;PETR4
P/VP;0,94;PETR4
VPA;30,82;PETR4
30 dias;-1,82%;PETR4
P/EBIT;1,27;PETR4
Marg. Bruta;52,1%;PETR4
12 meses;69,10%;PETR4
PSR;0,59;PETR4
Marg. EBIT;46,9%;PETR4
2023;41,47%;PETR4
P/Ativos;0,39;PETR4
Marg. Líquida;28,6%;PETR4
2022;46,00%;PETR4
P/Cap. Giro;13,21;PETR4
EBIT / Ativo;30,6%;PETR4
2021;22,76%;PETR4
P/Ativ Circ Liq;0,91;PETR4
ROIC;33,8%;PETR4
2020;-6,10%;PETR4
Div. Yield;51,0%;PETR4
ROE;45,2%;PETR4
2019;36,87%;PETR4
EV / EBITDA;1,56;PETR4
Liquidez Corr;1,22;PETR4
2018;41,83%;PETR4
EV / EBIT;1,95;PETR4
Div Br/ Patrim;0,67;PETR4
Cres. Rec (5a);18,6%;PETR4
Giro Ativos;0,65;PETR4
Ativo;978.577.000.000;PETR4
Dív. Bruta;271.031.000.000;PETR4
Disponibilidades;66.906.000.000;PETR4
Dív. Líquida;204.125.000.000;PETR4
Ativo Circulante;157.194.000.000;PETR4
Patrim. Líq;402.084.000.000;PETR4
Relatorio 12 meses Lucro Líquido;181.923.000.000;PETR4
Relatorio 3 meses Lucro Líquido;38.156.000.000;PETR4
Relatorio 12 meses EBIT;299.839.000.000;PETR4
Relatorio 3 meses EBIT;65.112.000.000;PETR4
Relatorio 12 meses Receita Líquida;638.683.000.000;PETR4
Relatorio 3 meses Receita Líquida;139.068.000.000;PETR4
Papel;PETZ3;PETZ3
Cotação;6,15;PETZ3
Tipo;ON NM;PETZ3
Data últ cot;19/07/2023;PETZ3
Empresa;PETZ ON NM;PETZ3
Min 52 sem;5,51;PETZ3
Setor;Comércio;PETZ3
Max 52 sem;11,84;PETZ3
Subsetor;Produtos Diversos;PETZ3
Vol $ méd (2m);78.147.500;PETZ3
Valor de mercado;2.844.200.000;PETZ3
Últ balanço processado;31/03/2023;PETZ3
Valor da firma;2.796.000.000;PETZ3
Nro. Ações;462.471.000;PETZ3
Dia;2,23%;PETZ3
P/L;56,64;PETZ3
LPA;0,11;PETZ3
Mês;-6,75%;PETZ3
P/VP;1,54;PETZ3
VPA;4,00;PETZ3
30 dias;-14,87%;PETZ3
P/EBIT;13,92;PETZ3
Marg. Bruta;47,5%;PETZ3
12 meses;-36,15%;PETZ3
PSR;0,96;PETZ3
Marg. EBIT;6,9%;PETZ3
2023;-1,51%;PETZ3
P/Ativos;0,76;PETZ3
Marg. Líquida;1,7%;PETZ3
2022;-61,66%;PETZ3
P/Cap. Giro;5,33;PETZ3
EBIT / Ativo;5,4%;PETZ3
2021;-14,15%;PETZ3
P/Ativ Circ Liq;3,99;PETZ3
ROIC;6,5%;PETZ3
2020;14,19%;PETZ3
Div. Yield;0,5%;PETZ3
ROE;2,7%;PETZ3
2019;0,00%;PETZ3
EV / EBITDA;5,71;PETZ3
Liquidez Corr;1,82;PETZ3
2018;0,00%;PETZ3
EV / EBIT;13,69;PETZ3
Div Br/ Patrim;0,15;PETZ3
Cres. Rec (5a);36,6%;PETZ3
Giro Ativos;0,79;PETZ3
Ativo;3.748.720.000;PETZ3
Dív. Bruta;281.164.000;PETZ3
Disponibilidades;329.359.000;PETZ3
Dív. Líquida;-48.195.000;PETZ3
Ativo Circulante;1.186.500.000;PETZ3
Patrim. Líq;1.849.900.000;PETZ3
Relatorio 12 meses Lucro Líquido;50.213.000;PETZ3
Relatorio 3 meses Lucro Líquido;2.172.000;PETZ3
Relatorio 12 meses EBIT;204.271.000;PETZ3
Relatorio 3 meses EBIT;42.532.000;PETZ3
Relatorio 12 meses Receita Líquida;2.969.110.000;PETZ3
Relatorio 3 meses Receita Líquida;766.881.000;PETZ3
Papel;PFRM3;PFRM3
Cotação;3,84;PFRM3
Tipo;ON NM;PFRM3
Data últ cot;19/07/2023;PFRM3
Empresa;PROFARMA ON NM;PFRM3
Min 52 sem;2,95;PFRM3
Setor;Comércio e Distribuição;PFRM3
Max 52 sem;4,20;PFRM3
Subsetor;Medicamentos e Outros Produtos;PFRM3
Vol $ méd (2m);544.455;PFRM3
Valor de mercado;475.442.000;PFRM3
Últ balanço processado;31/03/2023;PFRM3
Valor da firma;1.002.270.000;PFRM3
Nro. Ações;123.813.000;PFRM3
Dia;1,54%;PFRM3
P/L;5,79;PFRM3
LPA;0,66;PFRM3
Mês;-2,29%;PFRM3
P/VP;0,40;PFRM3
VPA;9,57;PFRM3
30 dias;-1,54%;PFRM3
P/EBIT;1,24;PFRM3
Marg. Bruta;14,8%;PFRM3
12 meses;27,25%;PFRM3
PSR;0,06;PFRM3
Marg. EBIT;4,8%;PFRM3
2023;4,63%;PFRM3
P/Ativos;0,10;PFRM3
Marg. Líquida;1,1%;PFRM3
2022;-35,07%;PFRM3
P/Cap. Giro;0,50;PFRM3
EBIT / Ativo;8,0%;PFRM3
2021;1,11%;PFRM3
P/Ativ Circ Liq;3,72;PFRM3
ROIC;14,1%;PFRM3
2020;-5,72%;PFRM3
Div. Yield;4,5%;PFRM3
ROE;6,9%;PFRM3
2019;64,63%;PFRM3
EV / EBITDA;1,92;PFRM3
Liquidez Corr;1,38;PFRM3
2018;-45,72%;PFRM3
EV / EBIT;2,61;PFRM3
Div Br/ Patrim;0,59;PFRM3
Cres. Rec (5a);16,1%;PFRM3
Giro Ativos;1,69;PFRM3
Ativo;4.796.850.000;PFRM3
Dív. Bruta;694.294.000;PFRM3
Disponibilidades;167.468.000;PFRM3
Dív. Líquida;526.826.000;PFRM3
Ativo Circulante;3.421.120.000;PFRM3
Patrim. Líq;1.184.610.000;PFRM3
Relatorio 12 meses Lucro Líquido;82.120.000;PFRM3
Relatorio 3 meses Lucro Líquido;-5.006.000;PFRM3
Relatorio 12 meses EBIT;384.215.000;PFRM3
Relatorio 3 meses EBIT;67.563.000;PFRM3
Relatorio 12 meses Receita Líquida;8.086.680.000;PFRM3
Relatorio 3 meses Receita Líquida;2.023.370.000;PFRM3
Papel;PGMN3;PGMN3
Cotação;3,91;PGMN3
Tipo;ON NM;PGMN3
Data últ cot;19/07/2023;PGMN3
Empresa;PAGUE MENOS ON NM;PGMN3
Min 52 sem;2,61;PGMN3
Setor;Comércio e Distribuição;PGMN3
Max 52 sem;6,10;PGMN3
Subsetor;Medicamentos e Outros Produtos;PGMN3
Vol $ méd (2m);3.652.760;PGMN3
Valor de mercado;1.813.580.000;PGMN3
Últ balanço processado;31/03/2023;PGMN3
Valor da firma;3.189.300.000;PGMN3
Nro. Ações;463.830.000;PGMN3
Dia;0,26%;PGMN3
